rank count word class
927 10873 replace verb
2742 2931 replacement noun
2378 3601 reply noun
1308 7445 reply verb
311 30857 report noun
500 20660 report verb
4388 1447 reportedly adverb
3592 1917 reporter noun
665 15416 represent verb
1850 5030 representation noun
4581 1358 representative adjective
1604 5942 representative noun
4123 1574 reproduce verb
4768 1270 reproduction noun
2163 4110 republic noun
4185 1544 republican noun
2244 3923 reputation noun
1879 4923 request noun
2890 2709 request verb
343 28711 require verb
4302 1488 required adjective
1086 9234 requirement noun
4359 1462 rescue noun
3790 1784 rescue verb
384 26018 research noun
4009 1645 research verb
2481 3396 researcher noun
3897 1721 resemble verb
4034 1632 reservation noun
2727 2967 reserve noun
3142 2349 reserve verb
3779 1789 residence noun
2055 4375 resident noun
2769 2881 residential adjective
2541 3255 resign verb
3090 2398 resignation noun
2476 3402 resist verb
2280 3799 resistance noun
2094 4282 resolution noun
2260 3880 resolve verb
3134 2359 resort noun
798 12790 resource noun
956 10540 respect noun
3395 2087 respect verb
4895 1226 respectable adjective
4888 1228 respective adjective
2564 3213 respectively adverb
1348 7187 respond verb
4272 1501 respondent noun
700 14627 response noun
846 12078 responsibility noun
1069 9429 responsible adjective
712 14440 rest noun
1943 4706 rest verb
1826 5100 restaurant noun
3502 1981 restoration noun
2173 4094 restore verb
4630 1332 restraint noun
2193 4038 restrict verb
2216 3984 restriction noun
293 32259 result noun
1016 9912 result verb
4399 1442 resulting adjective
3918 1707 resume verb
3147 2346 retail adjective
1547 6202 retain verb
2400 3560 retire verb
2473 3407 retirement noun
1073 9348 return noun
417 23976 return verb
963 10482 reveal verb
4459 1412 revelation noun
1777 5322 revenue noun
3309 2171 reverse verb
1253 7877 review noun
2078 4314 review verb
4695 1297 revision noun
4643 1323 revive verb
1964 4629 revolution noun
3253 2238 revolutionary adjective
2830 2789 reward noun
4254 1510 reward verb
3429 2051 rhythm noun
4074 1610 rice noun
1270 7708 rich adjective
2894 2703 rid verb
3631 1890 ride noun
1824 5104 ride verb
3928 1697 rider noun
4422 1427 ridge noun
3717 1832 ridiculous adjective
299 31630 right adjective
231 40460 right adverb
2968 2562 right interjection
297 31873 right noun
4580 1358 rightly adverb
4385 1448 rigid adjective
1818 5134 ring noun
1273 7693 ring verb
4230 1524 riot noun
4942 1210 rip verb
1301 7512 rise noun
678 15106 rise verb
4537 1376 rising adjective
819 12466 risk noun
3066 2430 risk verb
4493 1399 ritual noun
4709 1292 rival adjective
3158 2336 rival noun
1079 9300 river noun
441 23103 road noun
1184 8567 rock noun
4728 1286 rod noun
489 21016 role noun
2919 2658 roll noun
1805 5202 roll verb
3632 1889 romantic adjective
1907 4832 roof noun
259 36360 room noun
2017 4478 root noun
3324 2151 rope noun
2430 3500 rose noun
2445 3470 rough adjective
3172 2320 roughly adverb
2116 4213 round adjective
725 14244 round adverb
2343 3672 round noun
951 10635 round preposition
4049 1623 round verb
1256 7851 route noun
2614 3129 routine noun
1554 6166 row noun
694 14711 royal adjective
3335 2141 rub verb
3228 2266 rubbish noun
4757 1275 rug noun
2985 2541 rugby noun
4469 1409 ruin verb
561 18579 rule noun
2113 4234 rule verb
4171 1552 ruler noun
3471 2013 ruling adjective
4527 1384 ruling noun
3599 1913 rumour noun
1437 6715 run noun
229 40858 run verb
4379 1452 runner noun
2900 2692 running adjective
1532 6258 rural adjective
4183 1546 rush noun
2559 3216 rush verb
4805 1257 sack verb
4680 1306 sacred adjective
2389 3588 sad adjective
3608 1902 sadly adverb
1288 7613 safe adjective
3880 1734 safely adverb
1175 8609 safety noun
4815 1250 sail noun
2897 2698 sail verb
4408 1437 saint noun
2522 3309 sake noun
4511 1390 salad noun
2745 2926 salary noun
550 18900 sale noun
2640 3096 salt noun
144 62402 same determiner
1362 7099 sample noun
4333 1472 sanction noun
2491 3372 sand noun
4064 1616 sandwich noun
3406 2075 satellite noun
2736 2942 satisfaction noun
3303 2179 satisfactory adjective
1842 5050 satisfy verb
4600 1348 sauce noun
860 11827 save verb
2228 3957 saving noun
34 333518 say verb
4421 1428 saying noun
1146 8802 scale noun
3896 1721 scandal noun
3958 1675 scarcely adverb
4019 1639 scatter verb
1135 8882 scene noun
3095 2394 schedule noun
3669 1866 schedule verb
606 16804 scheme noun
3713 1835 scholar noun
181 52227 school noun
805 12644 science noun
1646 5799 scientific adjective
1711 5527 scientist noun
2466 3419 scope noun
2123 4195 score noun
1753 5398 score verb
2893 2703 scream verb
1684 5644 screen noun
4119 1576 script noun
4854 1239 scrutiny noun
3716 1832 sculpture noun
887 11430 sea noun
4372 1456 seal noun
4249 1512 seal verb
1555 6165 search noun
1957 4657 search verb
842 12161 season noun
946 10691 seat noun
4605 1345 seat verb
1064 9445 second noun
1911 4829 secondary adjective
2776 2871 secondly adverb
2590 3167 secret adjective
2215 3986 secret noun
677 15106 secretary noun
437 23188 section noun
923 10937 sector noun
3755 1802 secure adjective
1717 5517 secure verb
644 15742 security noun
51 191661 see verb
2805 2821 seed noun
624 16270 seek verb
143 62445 seem verb
4887 1228 seemingly adverb
4193 1543 segment noun
3002 2515 seize verb
4288 1495 seldom adverb
4712 1290 select adjective
1632 5844 select verb
1527 6262 selection noun
4702 1294 selective adjective
2284 3795 self noun
494 20902 sell verb
3101 2387 seller noun
4701 1294 semantic adjective
3551 1941 seminar noun
4705 1293 senate noun
404 24816 send verb
1396 6924 senior adjective
4319 1479 senior noun
3637 1886 sensation noun
456 22601 sense noun
3188 2310 sense verb
2874 2729 sensible adjective
2355 3636 sensitive adjective
3951 1680 sensitivity noun
1168 8645 sentence noun
4315 1482 sentence verb
1280 7641 separate adjective
1997 4518 separate verb
3833 1762 separately adverb
3587 1920 separation noun
1686 5642 sequence noun
4054 1621 sergeant noun
720 14348 series noun
836 12232 serious adjective
1670 5699 seriously adverb
4827 1247 serum noun
1931 4762 servant noun
645 15722 serve verb
3320 2157 server noun
173 54468 service noun
4236 1522 service verb
1469 6545 session noun
744 13691 set noun
232 40381 set verb
2208 4006 setting noun
1320 7355 settle verb
1650 5782 settlement noun
416 24002 several determiner
1956 4659 severe adjective
3832 1763 severely adverb
1118 9000 sex noun
1402 6910 sexual adjective
4567 1364 sexuality noun
3379 2105 shade noun
2164 4108 shadow noun
4794 1261 shaft noun
1106 9120 shake verb
166 57056 shall modal
4248 1513 shallow adjective
3618 1896 shame noun
1304 7495 shape noun
2701 2998 shape verb
638 15840 share noun
882 11505 share verb
4156 1559 shared adjective
2288 3790 shareholder noun
2040 4402 sharp adjective
3046 2459 sharply adverb
28 380257 she pronoun
4962 1201 shed noun
4308 1485 shed verb
2676 3043 sheep noun
3465 2018 sheer adjective
1465 6583 sheet noun
3078 2419 shelf noun
2829 2791 shell noun
4133 1570 shelter noun
4162 1555 shield noun
2631 3108 shift noun
2152 4131 shift verb
3261 2227 shine verb
1384 6974 ship noun
3996 1652 ship verb
2471 3414 shirt noun
4063 1619 shit noun
2007 4502 shock noun
4756 1275 shock verb
1935 4746 shoe noun
1245 7939 shoot verb
669 15292 shop noun
3765 1796 shop verb
2809 2816 shopping noun
3501 1981 shore noun
588 17635 short adjective
2309 3758 short adverb
4346 1469 short-term adjective
3568 1932 shortage noun
2276 3828 shortly adverb
1878 4924 shot noun
78 128393 should modal
1149 8800 shoulder noun
1723 5508 shout verb
845 12079 show noun
163 58152 show verb
3649 1878 shower noun
2873 2729 shrug verb
1729 5476 shut verb
2479 3400 sick adjective
4872 1233 sickness noun
237 39626 side noun
4996 1189 sigh noun
3100 2388 sigh verb
1333 7289 sight noun
931 10808 sign noun
1094 9188 sign verb
1971 4601 signal noun
4132 1571 signal verb
4206 1538 signature noun
1950 4690 significance noun
847 12073 significant adjective
2127 4179 significantly adverb
1657 5747 silence noun
2281 3798 silent adjective
4961 1201 silently adverb
3219 2280 silk noun
2777 2869 silly adjective
4930 1216 silver adjective
2720 2977 silver noun
565 18432 similar adjective
3939 1686 similarity noun
2006 4502 similarly adverb
635 15911 simple adjective
584 17756 simply adverb
3817 1770 simultaneously adverb
3692 1851 sin noun
3178 2318 since adverb
291 32404 since conjunction
660 15496 since preposition
1534 6248 sing verb
3510 1975 singer noun
593 17415 single adjective
3804 1777 single noun
4881 1230 sink noun
2561 3215 sink verb
1430 6750 sir noun
1180 8592 sister noun
317 30599 sit verb
655 15602 site noun
3610 1901 situate verb
520 19856 situation noun
716 14416 size noun
888 11423 skill noun
4073 1610 skill verb
4720 1288 skilled adjective
1278 7668 skin noun
3702 1845 skirt noun
4866 1234 skull noun
1697 5594 sky noun
4035 1628 slam verb
4033 1634 slave noun
2359 3632 sleep noun
1381 6992 sleep verb
4044 1625 sleeve noun
4470 1408 slice noun
4412 1434 slide noun
2643 3091 slide verb
2271 3841 slight adjective
1136 8873 slightly adverb
4738 1283 slim adjective
4759 1273 slip noun
1890 4897 slip verb
3232 2260 slope noun
1786 5279 slow adjective
3245 2243 slow verb
1247 7914 slowly adverb
183 51626 small adjective
4053 1621 smart adjective
4161 1555 smash verb
2680 3037 smell noun
3068 2427 smell verb
1392 6937 smile noun
885 11477 smile verb
2803 2823 smoke noun
2423 3516 smoke verb
2669 3055 smooth adjective
2818 2805 snap verb
2627 3112 snow noun
58 167324 so adverb
114 79028 so conjunction
2905 2687 so-called adjective
4526 1385 soap noun
222 41617 social adjective
4072 1610 socialism noun
3283 2205 socialist adjective
3694 1850 socialist noun
4229 1525 socially adverb
352 28150 society noun
3607 1907 sociology noun
1456 6631 soft adjective
3040 2463 softly adverb
1102 9134 software noun
1938 4737 soil noun
4779 1268 solar adjective
1766 5353 soldier noun
3256 2232 sole adjective
3975 1663 solely adverb
1716 5517 solicitor noun
2455 3450 solid adjective
1072 9348 solution noun
2262 3868 solve verb
56 171174 some determiner
1328 7316 somebody pronoun
2013 4483 somehow adverb
558 18681 someone pronoun
180 52452 something pronoun
505 20517 sometimes adverb
1961 4638 somewhat adverb
1378 7026 somewhere adverb
630 16077 son noun
1415 6846 song noun
454 22703 soon adverb
3036 2468 sophisticated adjective
886 11453 sorry adjective
342 28760 sort noun
2345 3665 sort verb
2283 3796 soul noun
4478 1405 sound adjective
785 12902 sound noun
1068 9432 sound verb
4339 1471 soup noun
643 15747 source noun
1194 8472 south noun
1988 4553 southern adjective
4935 1214 sovereignty noun
734 14119 space noun
3617 1896 spare adjective
4893 1227 spatial adjective
388 25788 speak verb
1063 9456 speaker noun
465 22040 special adjective
2795 2842 specialist adjective
2876 2728 specialist noun
3522 1965 specially adverb
1059 9555 species noun
898 11306 specific adjective
2312 3755 specifically adverb
3388 2096 specification noun
4398 1442 specified adjective
2308 3760 specify verb
2987 2536 specimen noun
4932 1215 spectacle noun
3603 1911 spectacular adjective
3810 1773 spectrum noun
3680 1859 speculation noun
1138 8860 speech noun
1252 7885 speed noun
4016 1641 speed verb
3882 1730 spell noun
3300 2181 spell verb
419 23799 spend verb
3957 1675 spending noun
3820 1768 sphere noun
4697 1296 spill verb
4008 1645 spin verb
4669 1310 spine noun
1205 8384 spirit noun
3182 2316 spiritual adjective
2820 2802 spite noun
3926 1698 splendid adjective
2632 3107 split verb
4373 1455 spoil verb
2137 4153 spokesman noun
3909 1713 sponsor verb
4971 1197 sponsorship noun
1160 8698 sport noun
1760 5370 spot noun
3196 2301 spot verb
3883 1729 spread noun
1559 6139 spread verb
1614 5890 spring noun
3803 1777 spring verb
2928 2645 squad noun
2915 2663 square adjective
2570 3204 square noun
3511 1974 squeeze verb
3362 2123 stability noun
3111 2378 stable adjective
4129 1573 stable noun
457 22363 staff noun
4847 1241 stag verb
503 20586 stage noun
2211 3997 stair noun
3106 2380 stake noun
4672 1308 stall noun
4411 1434 stamp noun
4752 1276 stamp verb
3691 1851 stance noun
2739 2939 stand noun
285 32899 stand verb
1463 6588 standard adjective
675 15156 standard noun
4353 1465 standing noun
1110 9088 star noun
1208 8371 star verb
1083 9268 start noun
228 41029 start verb
224 41351 state noun
902 11247 state verb
738 13990 statement noun
829 12328 station noun
3409 2074 statistical adjective
2568 3209 statistics noun
4684 1304 statue noun
1161 8688 status noun
3447 2038 statute noun
2314 3748 statutory adjective
4719 1288 stay noun
538 19207 stay verb
3946 1681 steadily adverb
3157 2336 steady adjective
1969 4612 steal verb
3159 2335 steam noun
2657 3070 steel noun
3868 1741 steep adjective
4441 1419 stem noun
4554 1368 stem verb
750 13625 step noun
1735 5459 step verb
4857 1238 sterling adjective
4698 1295 steward noun
2886 2713 stick noun
1369 7079 stick verb
4668 1310 stiff adjective
3520 1966 still adjective
119 72774 still adverb
3457 2029 stimulate verb
3434 2049 stimulus noun
2982 2543 stir verb
4155 1559 stitch noun
1098 9170 stock noun
2714 2985 stomach noun
999 10076 stone noun
2920 2656 stop noun
401 25066 stop verb
2725 2970 storage noun
1645 5800 store noun
2542 3253 store verb
2983 2542 storm noun
566 18418 story noun
2844 2768 straight adjective
1327 7327 straight adverb
3509 1975 straightforward adjective
2794 2842 strain noun
4533 1378 strain verb
4285 1496 strand noun
1435 6717 strange adjective
3181 2316 stranger noun
2678 3039 strategic adjective
1133 8895 strategy noun
4553 1368 straw noun
2516 3321 stream noun
702 14622 street noun
1219 8228 strength noun
2817 2805 strengthen verb
2034 4417 stress noun
2204 4018 stress verb
3807 1775 stretch noun
2033 4417 stretch verb
3081 2417 strict adjective
3534 1958 strictly adverb
1902 4847 strike noun
1237 8049 strike verb
3943 1685 striker noun
2155 4121 string noun
3361 2123 strip noun
3856 1747 strip verb
3677 1861 stroke noun
4755 1275 stroke verb
528 19558 strong adjective
1977 4590 strongly adverb
3323 2153 structural adjective
571 18201 structure noun
2029 4438 struggle noun
2325 3729 struggle verb
459 22237 student noun
1203 8397 studio noun
287 32786 study noun
1107 9100 study verb
1457 6627 stuff noun
4287 1495 stuff verb
2552 3230 stupid adjective
803 12697 style noun
3627 1892 subject adjective
336 29091 subject noun
4468 1409 subject verb
4213 1534 submission noun
2301 3771 submit verb
2086 4303 subsequent adjective
2342 3677 subsequently adverb
3850 1752 subsidiary noun
3695 1849 subsidy noun
2441 3480 substance noun
1541 6222 substantial adjective
3912 1711 substantially adverb
4618 1336 substitute verb
3572 1931 subtle adjective
1740 5451 succeed verb
721 14330 success noun
933 10803 successful adjective
2490 3373 successfully adverb
3651 1877 succession noun
3671 1865 successive adjective
3514 1973 successor noun
94 108524 such determiner
4425 1426 suck verb
2242 3924 sudden adjective
863 11795 suddenly adverb
4120 1575 sue verb
812 12584 suffer verb
4627 1333 sufferer noun
1609 5917 sufficient adjective
2974 2552 sufficiently adverb
2401 3556 sugar noun
344 28665 suggest verb
1810 5169 suggestion noun
3812 1771 suicide noun
2275 3833 suit noun
2067 4341 suit verb
1573 6077 suitable adjective
3973 1664 suite noun
1666 5707 sum noun
4700 1294 sum verb
2980 2547 summary noun
876 11563 summer noun
2901 2690 summit noun
4505 1393 summon verb
1058 9558 sun noun
4862 1235 sunlight noun
4970 1197 sunshine noun
4152 1560 super adjective
3399 2085 superb adjective
3582 1924 superior adjective
4052 1621 supermarket noun
4871 1233 supervise verb
3968 1669 supervision noun
4108 1588 supper noun
4522 1386 supplement noun
4410 1434 supplement verb
2623 3117 supplier noun
1153 8769 supply noun
1230 8123 supply verb
493 20904 support noun
534 19344 support verb
2058 4367 supporter noun
711 14482 suppose verb
2792 2847 supposed adjective
4665 1311 suppress verb
2507 3339 supreme adjective
499 20678 sure adjective
2203 4018 sure adverb
1513 6352 surely adverb
975 10361 surface noun
4164 1554 surgeon noun
2848 2764 surgery noun
4305 1487 surplus noun
1816 5139 surprise noun
3440 2043 surprise verb
2191 4042 surprised adjective
2411 3540 surprising adjective
2955 2586 surprisingly adverb
1978 4586 surround verb
4833 1245 surrounding adjective
4338 1471 surrounding noun
1040 9676 survey noun
4572 1363 survey verb
2574 3200 survival noun
1315 7398 survive verb
4778 1268 suspect noun
2218 3983 suspect verb
3117 2372 suspend verb
4271 1501 suspension noun
3248 2241 suspicion noun
4542 1375 suspicious adjective
2775 2872 sustain verb
3348 2133 swallow verb
3212 2290 swear verb
2603 3154 sweep verb
2450 3460 sweet adjective
4900 1224 swiftly adverb
2952 2607 swim verb
4467 1409 swing noun
2442 3474 swing verb
3393 2089 switch noun
1947 4692 switch verb
3822 1767 sword noun
2642 3093 symbol noun
4562 1366 symbolic adjective
4330 1473 sympathetic adjective
3113 2377 sympathy noun
2372 3612 symptom noun
4958 1203 synthesis noun
149 61912 system noun
3942 1685 systematic adjective
442 23092 table noun
4804 1257 tablet noun
2711 2987 tackle verb
3704 1842 tactic noun
2673 3046 tail noun
54 179220 take verb
4366 1459 takeover noun
2646 3086 tale noun
2718 2980 talent noun
1077 9314 talk noun
310 30930 talk verb
1781 5306 tall adjective
2100 4263 tank noun
4062 1619 tap noun
2888 2710 tap verb
1672 5686 tape noun
1222 8170 target noun
3552 1940 target verb
4858 1237 tariff noun
787 12883 task noun
2089 4295 taste noun
4238 1518 taste verb
568 18313 tax noun
4179 1548 tax verb
3038 2467 taxation noun
3297 2184 taxi noun
4434 1423 taxpayer noun
1141 8849 tea noun
983 10248 teach verb
523 19744 teacher noun
1633 5843 teaching noun
451 22781 team noun
1910 4829 tear noun
2758 2911 tear verb
1439 6701 technical adjective
955 10548 technique noun
4012 1642 technological adjective
802 12713 technology noun
3777 1790 teenager noun
4657 1315 telecommunication noun
1258 7842 telephone noun
4149 1561 telephone verb
1051 9603 television noun
116 77245 tell verb
4865 1234 temper noun
1639 5823 temperature noun
3378 2105 temple noun
4724 1287 temporarily adverb
2274 3833 temporary adjective
4332 1472 tempt verb
4842 1243 temptation noun
2009 4493 tenant noun
868 11734 tend verb
2376 3606 tendency noun
4687 1301 tender adjective
2931 2635 tennis noun
2120 4209 tension noun
4148 1561 tent noun
338 28896 term noun
3933 1693 terminal noun
1010 9993 terms noun
3478 2008 terrace noun
1965 4624 terrible adjective
4801 1258 terribly adverb
4995 1189 terrify verb
2049 4382 territory noun
4128 1573 terror noun
4223 1527 terrorist noun
661 15491 test noun
1254 7868 test verb
4928 1217 testament noun
1007 10014 text noun
4740 1282 textile noun
67 147618 than conjunction
752 13531 thank verb
1648 5794 thanks noun
2022 4459 that adverb
13 760399 that conjunction
27 384313 that determiner
1 6187267 the determiner
1882 4917 theatre noun
4048 1623 theft noun
39 260919 their determiner
55 173414 them pronoun
1744 5428 theme noun
424 23673 themselves pronoun
63 160652 then adverb
2695 3008 theoretical adjective
607 16776 theory noun
3459 2028 therapy noun
107 89890 there adverb
42 239460 there pronoun
4382 1450 thereafter adverb
2917 2660 thereby adverb
435 23218 therefore adverb
79 125442 these determiner
3764 1796 thesis noun
25 433441 they pronoun
2052 4379 thick adjective
4393 1445 thief noun
4472 1407 thigh noun
1715 5517 thin adjective
115 77612 thing noun
64 153881 think verb
4978 1196 thinking adjective
4739 1282 this adverb
22 461945 this determiner
3374 2107 thoroughly adverb
109 88862 those determiner
926 10876 though adverb
270 34801 though conjunction
726 14214 thought noun
4919 1220 thread noun
1427 6767 threat noun
1475 6510 threaten verb
2425 3514 throat noun
4870 1233 throne noun
1215 8296 through adverb
117 75588 through preposition
861 11810 throughout preposition
908 11110 throw verb
4255 1509 thrust verb
4571 1363 thumb noun
506 20488 thus adverb
1945 4703 ticket noun
3363 2122 tide noun
2690 3015 tie noun
2074 4324 tie verb
2609 3132 tight adjective
4178 1548 tighten verb
4337 1471 tightly adverb
4281 1497 tile noun
3112 2377 till conjunction
2859 2745 till preposition
3016 2497 timber noun
53 183427 time noun
3825 1766 time verb
4561 1366 timetable noun
4993 1190 timing noun
2970 2559 tin noun
1701 5575 tiny adjective
2706 2993 tip noun
3770 1794 tip verb
2306 3762 tired adjective
2862 2741 tissue noun
869 11720 title noun
739 13989 to adverb
7 1620850 to infinitive-marker
10 1039323 to preposition
4590 1355 tobacco noun
390 25775 today adverb
4253 1510 toe noun
309 30960 together adverb
3438 2044 toilet noun
4394 1444 tomato noun
1085 9243 tomorrow adverb
4004 1647 ton noun
1813 5153 tone noun
2878 2723 tongue noun
1410 6856 tonight adverb
3299 2182 tonne noun
124 70164 too adverb
1759 5376 tool noun
1756 5383 tooth noun
973 10398 top adjective
628 16176 top noun
4235 1522 top verb
2054 4376 topic noun
4910 1222 toss verb
905 11152 total adjective
1503 6390 total noun
1642 5807 totally adverb
1654 5753 touch noun
1400 6920 touch verb
2220 3980 tough adjective
1565 6117 tour noun
3982 1660 tour verb
4517 1388 tourism noun
2524 3306 tourist noun
3463 2024 tournament noun
4765 1271 toward preposition
346 28600 towards preposition
4718 1288 towel noun
2576 3198 tower noun
508 20170 town noun
4977 1196 toxic adjective
3697 1848 toy noun
3635 1887 trace noun
2991 2533 trace verb
1287 7616 track noun
517 19928 trade noun
2231 3954 trade verb
4003 1647 trader noun
4594 1354 trading adjective
4787 1264 trading noun
1440 6686 tradition noun
1025 9819 traditional adjective
3425 2054 traditionally adverb
1446 6677 traffic noun
3483 2001 tragedy noun
4929 1216 tragic adjective
4621 1335 trail noun
4793 1261 trail verb
1220 8220 train noun
855 11907 train verb
4853 1239 trainee noun
3914 1710 trainer noun
755 13503 training noun
2056 4374 transaction noun
1709 5540 transfer noun
1612 5902 transfer verb
2850 2762 transform verb
3432 2050 transformation noun
2916 2660 transition noun
3428 2051 translate verb
3863 1743 translation noun
4077 1609 transmission noun
4471 1407 transmit verb
1363 7088 transport noun
3070 2426 transport verb
4097 1595 trap noun
3421 2059 trap verb
2158 4118 travel noun
1221 8170 travel verb
3092 2396 traveller noun
3725 1826 tray noun
4795 1260 treasure noun
3091 2397 treasury noun
890 11394 treat verb
784 12903 treatment noun
1677 5672 treaty noun
695 14692 tree noun
4683 1304 tremble verb
3499 1987 tremendous adjective
1963 4636 trend noun
1183 8573 trial noun
4579 1358 tribe noun
3347 2134 tribunal noun
4350 1466 tribute noun
3294 2187 trick noun
4964 1200 trigger verb
1857 5010 trip noun
4644 1322 trip verb
3515 1971 triumph noun
1787 5271 troop noun
4549 1371 trophy noun
3900 1719 tropical adjective
1024 9826 trouble noun
2954 2586 trouser noun
3676 1861 truck noun
582 17836 true adjective
2573 3201 truly adverb
1200 8428 trust noun
2130 4174 trust verb
3525 1962 trustee noun
1173 8618 truth noun
4535 1377 try noun
174 54422 try verb
2971 2557 tube noun
4462 1411 tuck verb
4151 1560 tumour noun
3840 1757 tune noun
3114 2376 tunnel noun
1043 9656 turn noun
205 45487 turn verb
2871 2733 turnover noun
3839 1757 tutor noun
1533 6254 twice adverb
3097 2393 twin noun
3480 2004 twist verb
383 26034 type noun
1916 4815 typical adjective
3349 2131 typically adverb
4626 1333 tyre noun
4406 1438 ugly adjective
3014 2500 ultimate adjective
2772 2879 ultimately adverb
1511 6359 unable adjective
4898 1225 unacceptable adjective
3479 2007 uncertain adjective
2942 2621 uncertainty noun
3342 2136 uncle noun
4502 1395 uncomfortable adjective
1784 5287 under adverb
167 56638 under preposition
3128 2362 undergo verb
4852 1239 underline verb
3004 2513 underlying adjective
3482 2001 undermine verb
409 24252 understand verb
1351 7175 understanding noun
1695 5604 undertake verb
3747 1807 undertaking noun
3096 2393 undoubtedly adverb
2836 2781 unemployed adjective
1558 6143 unemployment noun
3392 2091 unexpected adjective
3564 1933 unfair adjective
4809 1255 unfortunate adjective
1968 4612 unfortunately adverb
3576 1928 unhappy adjective
4882 1229 uniform adjective
3624 1893 uniform noun
579 17902 union noun
3682 1857 unionist noun
2061 4352 unique adjective
576 17958 unit noun
3831 1763 unite verb
1831 5081 united adjective
2854 2756 unity noun
2947 2609 universal adjective
2889 2709 universe noun
893 11367 university noun
2069 4333 unknown adjective
916 11011 unless conjunction
4222 1527 unlike adjective
2607 3144 unlike preposition
1679 5667 unlikely adjective
3688 1853 unnecessary adjective
4679 1306 unpleasant adjective
269 34807 until conjunction
1445 6677 until preposition
2157 4118 unusual adjective
50 195426 up adverb
615 16509 up preposition
4982 1195 up-to-date adjective
3801 1778 update verb
431 23409 upon preposition
1755 5391 upper adjective
2856 2754 upset verb
3427 2052 upstairs adverb
4076 1609 upwards adverb
1770 5344 urban adjective
2322 3735 urge verb
3316 2160 urgent adjective
145 62350 us pronoun
283 32998 use noun
92 108820 use verb
1644 5800 used adjective
881 11513 used modal
1000 10071 useful adjective
4681 1305 useless adjective
816 12549 user noun
1284 7630 usual adjective
541 19151 usually adverb
4131 1571 utility noun
4692 1298 utterance noun
4662 1313 utterly adverb
4110 1585 vague adjective
3215 2286 valid adjective
4583 1357 validity noun
2328 3716 valley noun
2256 3886 valuable adjective
4428 1425 valuation noun
403 25024 value noun
3674 1863 value verb
3023 2485 van noun
4065 1615 vanish verb
4409 1435 variable adjective
2398 3564 variable noun
1794 5244 variation noun
990 10138 variety noun
659 15502 various adjective
1401 6917 vary verb
1937 4738 vast adjective
3051 2456 vat noun
2833 2786 vegetable noun
1339 7229 vehicle noun
4284 1496 vein noun
3180 2316 vendor noun
3015 2497 venture noun
4107 1588 venue noun
4550 1370 verb noun
4208 1537 verdict noun
3558 1936 verse noun
964 10481 version noun
3854 1748 vertical adjective
1223 8169 very adjective
86 114911 very adverb
2738 2940 vessel noun
1960 4647 via preposition
1479 6501 victim noun
1530 6259 victory noun
1334 7288 video noun
2292 3782 videotaped adjective
306 31102 view noun
2038 4409 view verb
4737 1283 viewer noun
4727 1286 villa noun
765 13249 village noun
1732 5466 violence noun
2839 2775 violent adjective
2044 4398 virtually adverb
2986 2539 virtue noun
3591 1918 virus noun
2737 2940 visible adjective
1959 4647 vision noun
1019 9878 visit noun
838 12213 visit verb
1418 6832 visitor noun
2510 3334 visual adjective
1827 5098 vital adjective
4814 1250 vitamin noun
357 27665 voice noun
1383 6974 volume noun
2255 3894 voluntary adjective
3292 2190 volunteer noun
1305 7493 vote noun
1581 6048 vote verb
3272 2217 voter noun
3057 2447 vulnerable adjective
1424 6811 wage noun
4348 1468 waist noun
540 19152 wait verb
3895 1721 waiting adjective
4061 1619 waiting noun
4909 1222 wake noun
2233 3950 wake verb
1919 4808 walk noun
463 22101 walk verb
598 17194 wall noun
3119 2370 wander verb
103 94293 want verb
331 29722 war noun
2824 2793 ward noun
4808 1255 warehouse noun
1429 6756 warm adjective
4043 1625 warm verb
3458 2028 warmth noun
1450 6651 warn verb
2184 4059 warning noun
1854 5027 wash verb
4070 1611 waste adjective
2043 4398 waste noun
2668 3056 waste verb
2498 3354 watch noun
518 19869 watch verb
261 35767 water noun
1640 5821 wave noun
3082 2415 wave verb
89 112636 way noun
32 358039 we pronoun
1996 4528 weak adjective
4625 1333 weaken verb
2903 2688 weakness noun
2291 3786 wealth noun
4139 1565 wealthy adjective
1599 5954 weapon noun
714 14434 wear verb
1623 5873 weather noun
2364 3621 wedding noun
4981 1195 wee adjective
196 47512 week noun
1330 7308 weekend noun
3806 1775 weekly adjective
4715 1289 weep verb
3258 2230 weigh verb
1067 9433 weight noun
3045 2460 welcome adjective
4309 1484 welcome noun
1691 5626 welcome verb
1913 4822 welfare noun
3247 2241 well adjective
82 124451 well adverb
583 17809 well interjection
4598 1351 well noun
4234 1522 well-known adjective
1516 6328 west noun
1312 7421 western adjective
2486 3384 wet adjective
4869 1233 whale noun
41 249466 what determiner
768 13236 whatever determiner
2097 4272 wheel noun
97 102621 when adverb
87 113655 when conjunction
2585 3179 whenever adverb
139 64118 where adverb
209 44496 where conjunction
1535 6236 whereas conjunction
3529 1961 whereby adverb
3216 2285 wherever adverb
260 36169 whether conjunction
30 372031 which determiner
187 50548 while conjunction
1578 6058 while noun
1635 5839 whilst conjunction
3560 1935 whisky noun
2613 3131 whisper verb
519 19865 white adjective
3436 2047 white noun
47 205432 who pronoun
4323 1475 whoever pronoun
529 19542 whole adjective
904 11228 whole noun
3238 2249 wholly adverb
783 12926 whom pronoun
521 19833 whose determiner
186 50877 why adverb
4612 1341 wicket noun
649 15644 wide adjective
